Time (min)	Concentration (ppm)
0.0	33.13733197422444
0.0016666666666666668	33.318149266241974
0.0033333333333333335	33.67959514055663
0.005	33.67959514055663
0.006666666666666667	34.040798960610886
0.008333333333333333	34.221313674165856
0.01	34.40177215732837
0.011666666666666667	34.76252611847411
0.013333333333333334	34.76252611847411
0.015	34.94282443312663
0.016666666666666666	35.12307219086209
0.018333333333333333	35.30327080399255
0.02	35.48342168254321
0.021666666666666667	35.66352623431972
0.023333333333333334	35.84358586497535
0.025	35.84358586497535
0.02666666666666667	36.02360197807785
0.028333333333333332	36.203575975176065
0.03	36.3835092558665
0.03166666666666667	36.563403217859346
0.03333333333333333	36.563403217859346
0.035	36.74325925704443
0.03666666666666667	36.92307876755716
0.03833333333333333	36.92307876755716
0.04	37.102863141843855
0.041666666666666664	37.102863141843855
0.043333333333333335	37.28261377072718
0.045	37.28261377072718
0.04666666666666667	37.46233204347138
0.04833333333333333	37.46233204347138
0.05	37.46233204347138
0.051666666666666666	37.64201934784717
0.05333333333333334	37.64201934784717
0.055	37.821677070196586
0.056666666666666664	37.821677070196586
0.058333333333333334	37.821677070196586
0.06	38.00130659549757
0.06166666666666667	38.00130659549757
0.06333333333333334	38.00130659549757
0.065	38.180909307428635
0.06666666666666667	38.180909307428635
0.06833333333333333	38.180909307428635
0.07	38.180909307428635
0.07166666666666667	38.180909307428635
0.07333333333333333	38.180909307428635
0.075	38.36048658843295
0.07666666666666666	38.36048658843295
0.07833333333333334	38.36048658843295
0.08	38.36048658843295
0.08166666666666667	38.36048658843295
0.08333333333333333	38.36048658843295
0.085	38.36048658843295
0.08666666666666667	38.36048658843295
0.08833333333333333	38.36048658843295
0.09	38.36048658843295
0.09166666666666666	38.54003981978276
0.09333333333333334	38.36048658843295
0.095	38.36048658843295
0.09666666666666666	38.36048658843295
0.09833333333333333	38.36048658843295
0.1	38.36048658843295
0.10166666666666667	38.36048658843295
0.10333333333333333	38.36048658843295
0.105	38.36048658843295
0.10666666666666667	38.36048658843295
0.10833333333333334	38.36048658843295
0.11	38.180909307428635
0.11166666666666666	38.36048658843295
0.11333333333333333	38.180909307428635
0.115	38.180909307428635
0.11666666666666667	38.180909307428635
0.11833333333333333	38.180909307428635
0.12	38.180909307428635
0.12166666666666667	38.180909307428635
0.12333333333333334	38.00130659549757
0.125	38.00130659549757
0.12666666666666668	38.00130659549757
0.12833333333333333	38.00130659549757
0.13	38.00130659549757
0.13166666666666665	38.00130659549757
0.13333333333333333	37.821677070196586
0.135	37.821677070196586
0.13666666666666666	37.821677070196586
0.13833333333333334	37.821677070196586
0.14	37.64201934784717
0.14166666666666666	37.64201934784717
0.14333333333333334	37.64201934784717
0.145	37.64201934784717
0.14666666666666667	37.46233204347138
0.14833333333333334	37.46233204347138
0.15	37.46233204347138
0.15166666666666667	37.28261377072718
0.15333333333333332	37.28261377072718
0.155	37.28261377072718
0.15666666666666668	37.102863141843855
0.15833333333333333	37.102863141843855
0.16	37.102863141843855
0.16166666666666665	37.102863141843855
0.16333333333333333	37.102863141843855
0.165	36.92307876755716
0.16666666666666666	36.92307876755716
0.16833333333333333	36.92307876755716
0.17	36.74325925704443
0.17166666666666666	36.74325925704443
0.17333333333333334	36.74325925704443
0.175	36.563403217859346
0.17666666666666667	36.563403217859346
0.17833333333333334	36.563403217859346
0.18	36.3835092558665
0.18166666666666667	36.3835092558665
0.18333333333333332	36.3835092558665
0.185	36.203575975176065
0.18666666666666668	36.203575975176065
0.18833333333333332	36.203575975176065
0.19	36.02360197807785
0.19166666666666668	36.02360197807785
0.19333333333333333	36.02360197807785
0.195	35.84358586497535
0.19666666666666666	35.84358586497535
0.19833333333333333	35.84358586497535
0.2	35.66352623431972
0.20166666666666666	35.66352623431972
0.20333333333333334	35.66352623431972
0.205	35.48342168254321
0.20666666666666667	35.48342168254321
0.20833333333333334	35.48342168254321
0.21	35.30327080399255
0.21166666666666667	35.30327080399255
0.21333333333333335	35.12307219086209
0.215	35.12307219086209
0.21666666666666667	35.12307219086209
0.21833333333333332	34.94282443312663
0.22	34.94282443312663
0.22166666666666668	34.94282443312663
0.22333333333333333	34.94282443312663
0.225	34.76252611847411
0.22666666666666666	34.76252611847411
0.22833333333333333	34.58217583223778
0.23	34.58217583223778
0.23166666666666666	34.40177215732837
0.23333333333333334	34.40177215732837
0.235	34.40177215732837
0.23666666666666666	34.221313674165856
0.23833333333333334	34.221313674165856
0.24	34.221313674165856
0.24166666666666667	34.040798960610886
0.24333333333333335	34.040798960610886
0.245	34.040798960610886
0.24666666666666667	34.040798960610886
0.24833333333333332	33.86022659189604
0.25	33.86022659189604
0.25166666666666665	33.67959514055663
0.25333333333333335	33.67959514055663
0.255	33.67959514055663
0.25666666666666665	33.67959514055663
0.25833333333333336	33.67959514055663
0.26	33.49890317636124
0.26166666666666666	33.49890317636124
0.2633333333333333	33.49890317636124
0.265	33.318149266241974
0.26666666666666666	33.318149266241974
0.2683333333333333	33.13733197422444
0.27	33.13733197422444
0.27166666666666667	33.13733197422444
0.2733333333333333	32.95644986135706
0.275	32.95644986135706
0.27666666666666667	32.95644986135706
0.2783333333333333	32.77550148564052
0.28	32.77550148564052
0.2816666666666667	32.77550148564052
0.2833333333333333	32.59448540195642
0.285	32.59448540195642
0.2866666666666667	32.413400161995796
0.28833333333333333	32.413400161995796
0.29	32.2322443141872
0.2916666666666667	32.2322443141872
0.29333333333333333	32.2322443141872
0.295	32.2322443141872
0.2966666666666667	32.05101640362439
0.29833333333333334	32.05101640362439
0.3	32.05101640362439
0.3016666666666667	31.869714971993545
0.30333333333333334	31.869714971993545
0.305	31.688338557500288
0.30666666666666664	31.688338557500288
0.30833333333333335	31.688338557500288
0.31	31.506885694796026
0.31166666666666665	31.506885694796026
0.31333333333333335	31.325354914904025
0.315	31.325354914904025
0.31666666666666665	31.325354914904025
0.31833333333333336	31.325354914904025
0.32	31.143744745144957
0.32166666666666666	31.143744745144957
0.3233333333333333	31.143744745144957
0.325	30.962053709062204
0.32666666666666666	30.962053709062204
0.3283333333333333	30.962053709062204
0.33	30.780280326346386
0.33166666666666667	30.780280326346386
0.3333333333333333	30.780280326346386
0.335	30.598423112759647
0.33666666666666667	30.598423112759647
0.3383333333333333	30.598423112759647
0.34	30.598423112759647
0.3416666666666667	30.41648058005947
0.3433333333333333	30.41648058005947
0.345	30.41648058005947
0.3466666666666667	30.23445123592181
0.34833333333333333	30.23445123592181
0.35	30.052333583864026
0.3516666666666667	30.052333583864026
0.35333333333333333	30.052333583864026
0.355	30.052333583864026
0.3566666666666667	30.052333583864026
0.35833333333333334	29.870126123166997
0.36	29.870126123166997
0.3616666666666667	29.870126123166997
0.36333333333333334	29.870126123166997
0.365	29.68782734879693
0.36666666666666664	29.68782734879693
0.36833333333333335	29.68782734879693
0.37	29.5054357513266
0.37166666666666665	29.5054357513266
0.37333333333333335	29.5054357513266
0.375	29.32294981685598
0.37666666666666665	29.32294981685598
0.37833333333333335	29.32294981685598
0.38	29.32294981685598
0.38166666666666665	29.140368026932364
0.38333333333333336	29.140368026932364
0.385	29.140368026932364
0.38666666666666666	28.95768885846998
0.3883333333333333	28.95768885846998
0.39	28.95768885846998
0.39166666666666666	28.95768885846998
0.3933333333333333	28.95768885846998
0.395	28.7749107836689
0.39666666666666667	28.7749107836689
0.3983333333333333	28.7749107836689
0.4	28.59203226993357
0.40166666666666667	28.59203226993357
0.4033333333333333	28.59203226993357
