134	100
136	200
136	300
135	400
134	500
133	600
133	700
136	800
135	900
135	1000
134	1100
135	1200
136	1300
136	1400
135	1500
136	1600
133	1700
132	1800
134	1900
134	2000
134	2100
134	2200
136	2300
134	2400
136	2500
135	2600
137	2700
133	2800
134	2900
134	3000
135	3100
135	3200
134	3300
134	3400
134	3500
136	3600
134	3700
136	3800
135	3900
134	4000
134	4100
134	4200
135	4300
134	4400
136	4500
133	4600
133	4700
135	4800
135	4900
133	5000
133	5100
135	5200
134	5300
133	5400
135	5500
135	5600
134	5700
134	5800
133	5900
137	6000
136	6100
136	6200
134	6300
133	6400
133	6500
136	6600
135	6700
134	6800
133	6900
133	7000
135	7100
136	7200
136	7300
134	7400
134	7500
134	7600
134	7700
135	7800
134	7900
134	8000
133	8100
133	8200
136	8300
136	8400
137	8500
133	8600
133	8700
134	8800
136	8900
136	9000
135	9100
135	9200
133	9300
136	9400
137	9500
133	9600
135	9700
135	9800
134	9900
134	10000
136	10100
135	10200
135	10300
134	10400
135	10500
136	10600
135	10700
136	10800
134	10900
134	11000
135	11100
134	11200
136	11300
135	11400
134	11500
132	11600
116	11700
135	11800
135	11900
136	12000
134	12100
135	12200
133	12300
135	12400
135	12500
133	12600
134	12700
134	12800
136	12900
136	13000
136	13100
133	13200
133	13300
134	13400
135	13500
136	13600
134	13700
132	13800
134	13900
134	14000
135	14100
135	14200
136	14300
133	14400
133	14500
134	14600
135	14700
135	14800
133	14900
134	15000
133	15100
136	15200
138	15300
135	15400
134	15500
133	15600
133	15700
132	15800
135	15900
134	16000
134	16100
133	16200
133	16300
135	16400
135	16500
134	16600
134	16700
133	16800
133	16900
135	17000
134	17100
134	17200
134	17300
134	17400
135	17500
135	17600
135	17700
136	17800
133	17900
133	18000
135	18100
134	18200
134	18300
135	18400
133	18500
133	18600
135	18700
134	18800
132	18900
133	19000
133	19100
132	19200
134	19300
134	19400
134	19500
133	19600
135	19700
133	19800
135	19900
134	20000
134	20100
133	20200
133	20300
133	20400
134	20500
135	20600
133	20700
133	20800
134	20900
135	21000
134	21100
135	21200
136	21300
132	21400
133	21500
132	21600
134	21700
135	21800
137	21900
134	22000
134	22100
134	22200
138	22300
135	22400
131	22500
132	22600
132	22700
133	22800
133	22900
135	23000
135	23100
135	23200
134	23300
135	23400
135	23500
135	23600
134	23700
134	23800
132	23900
135	24000
134	24100
134	24200
134	24300
133	24400
135	24500
135	24600
135	24700
133	24800
133	24900
132	25000
135	25100
134	25200
133	25300
133	25400
132	25500
133	25600
135	25700
135	25800
135	25900
134	26000
133	26100
134	26200
136	26300
132	26400
134	26500
135	26600
132	26700
135	26800
135	26900
135	27000
133	27100
132	27200
133	27300
134	27400
135	27500
133	27600
133	27700
132	27800
133	27900
136	28000
134	28100
135	28200
133	28300
132	28400
133	28500
134	28600
135	28700
133	28800
134	28900
133	29000
134	29100
137	29200
135	29300
135	29400
132	29500
134	29600
134	29700
134	29800
135	29900
133	30000
134	30100
132	30200
134	30300
134	30400
135	30500
132	30600
133	30700
133	30800
133	30900
134	31000
132	31100
132	31200
133	31300
133	31400
134	31500
135	31600
134	31700
133	31800
132	31900
133	32000
134	32100
134	32200
132	32300
133	32400
132	32500
132	32600
134	32700
134	32800
133	32900
132	33000
133	33100
133	33200
134	33300
132	33400
134	33500
133	33600
130	33700
135	33800
134	33900
134	34000
130	34100
133	34200
133	34300
133	34400
133	34500
133	34600
133	34700
134	34800
135	34900
135	35000
134	35100
135	35200
133	35300
133	35400
131	35500
134	35600
133	35700
133	35800
133	35900
132	36000
135	36100
133	36200
134	36300
135	36400
132	36500
134	36600
134	36700
134	36800
134	36900
133	37000
132	37100
136	37200
134	37300
136	37400
135	37500
135	37600
132	37700
133	37800
134	37900
136	38000
134	38100
133	38200
133	38300
133	38400
134	38500
135	38600
133	38700
132	38800
134	38900
132	39000
135	39100
134	39200
134	39300
133	39400
132	39500
133	39600
135	39700
135	39800
132	39900
133	40000
131	40100
134	40200
132	40300
132	40400
134	40500
135	40600
134	40700
135	40800
135	40900
135	41000
133	41100
132	41200
132	41300
134	41400
135	41500
133	41600
134	41700
131	41800
135	41900
134	42000
136	42100
133	42200
132	42300
132	42400
134	42500
135	42600
133	42700
133	42800
131	42900
134	43000
133	43100
134	43200
135	43300
132	43400
132	43500
133	43600
133	43700
134	43800
134	43900
132	44000
132	44100
134	44200
135	44300
135	44400
133	44500
132	44600
135	44700
133	44800
134	44900
133	45000
133	45100
134	45200
134	45300
135	45400
135	45500
135	45600
132	45700
134	45800
133	45900
134	46000
134	46100
133	46200
132	46300
132	46400
133	46500
135	46600
135	46700
133	46800
131	46900
133	47000
134	47100
134	47200
133	47300
131	47400
132	47500
133	47600
134	47700
135	47800
135	47900
132	48000
134	48100
134	48200
135	48300
135	48400
132	48500
133	48600
133	48700
134	48800
133	48900
134	49000
134	49100
133	49200
133	49300
132	49400
134	49500
135	49600
133	49700
133	49800
133	49900
134	50000
134	50100
135	50200
133	50300
134	50400
133	50500
132	50600
134	50700
132	50800
134	50900
133	51000
133	51100
135	51200
134	51300
134	51400
132	51500
134	51600
133	51700
134	51800
134	51900
133	52000
133	52100
132	52200
135	52300
134	52400
134	52500
132	52600
133	52700
132	52800
133	52900
135	53000
132	53100
132	53200
132	53300
133	53400
135	53500
134	53600
135	53700
133	53800
133	53900
133	54000
133	54100
134	54200
133	54300
133	54400
131	54500
135	54600
134	54700
135	54800
135	54900
132	55000
132	55100
131	55200
133	55300
134	55400
134	55500
132	55600
131	55700
134	55800
134	55900
134	56000
132	56100
132	56200
132	56300
132	56400
135	56500
132	56600
132	56700
133	56800
133	56900
134	57000
134	57100
134	57200
132	57300
133	57400
131	57500
136	57600
134	57700
132	57800
133	57900
132	58000
134	58100
136	58200
135	58300
132	58400
133	58500
132	58600
133	58700
134	58800
133	58900
133	59000
132	59100
132	59200
133	59300
133	59400
134	59500
134	59600
132	59700
133	59800
134	59900
134	60000
132	60100
133	60200
132	60300
136	60400
134	60500
134	60600
135	60700
131	60800
133	60900
132	61000
134	61100
133	61200
133	61300
132	61400
132	61500
134	61600
134	61700
134	61800
133	61900
131	62000
133	62100
135	62200
135	62300
135	62400
132	62500
132	62600
135	62700
135	62800
135	62900
134	63000
132	63100
132	63200
132	63300
132	63400
134	63500
132	63600
132	63700
133	63800
136	63900
133	64000
134	64100
133	64200
133	64300
132	64400
132	64500
134	64600
133	64700
132	64800
133	64900
134	65000
134	65100
134	65200
134	65300
132	65400
132	65500
131	65600
134	65700
134	65800
132	65900
133	66000
133	66100
136	66200
134	66300
134	66400
134	66500
135	66600
133	66700
133	66800
135	66900
133	67000
132	67100
131	67200
132	67300
134	67400
134	67500
134	67600
132	67700
134	67800
133	67900
134	68000
134	68100
133	68200
134	68300
132	68400
135	68500
134	68600
134	68700
135	68800
131	68900
133	69000
130	69100
134	69200
133	69300
133	69400
133	69500
133	69600
135	69700
133	69800
134	69900
133	70000
134	70100
133	70200
134	70300
134	70400
134	70500
132	70600
130	70700
132	70800
133	70900
134	71000
135	71100
133	71200
133	71300
134	71400
134	71500
135	71600
134	71700
133	71800
132	71900
135	72000
133	72100
136	72200
133	72300
131	72400
133	72500
132	72600
133	72700
133	72800
131	72900
132	73000
133	73100
134	73200
135	73300
133	73400
133	73500
134	73600
133	73700
133	73800
133	73900
133	74000
133	74100
133	74200
133	74300
135	74400
135	74500
134	74600
132	74700
132	74800
132	74900
134	75000
134	75100
133	75200
132	75300
131	75400
